"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MAX"
"721","9.421875","9.421875","9.421875","200","200","200","22.421875","22.421875","22.421875","12.171875","12.171875","12.171875","108.7421875","108.7421875","108.7421875"
"722","9.4765625","9.4765625","9.4765625","200","200","200","9.671875","9.671875","9.671875","14.53125","14.53125","14.53125","91.390625","91.390625","91.390625"
"723","9.578125","9.578125","9.578125","200","200","200","10.2890625","10.2890625","10.2890625","11.578125","11.578125","11.578125","87.78125","87.78125","87.78125"
"724","9.4921875","9.4921875","9.4921875","186.203125","186.203125","186.203125","72.5234375","72.5234375","72.5234375","13.578125","13.578125","13.578125","124.5703125","124.5703125","124.5703125"
"725","9.4140625","9.4140625","9.4140625","200","200","200","164.578125","164.578125","164.578125","12.0078125","12.0078125","12.0078125","112.796875","112.796875","112.796875"
"726","10.3046875","10.3046875","10.3046875","200","200","200","124.734375","124.734375","124.734375","10.765625","10.765625","10.765625","85.3984375","85.3984375","85.3984375"
"727","11.375","11.375","11.375","200","200","200","28.4140625","28.4140625","28.4140625","9.3203125","9.3203125","9.3203125","92.4921875","92.4921875","92.4921875"
"728","11.3984375","11.3984375","11.3984375","200","200","200","20.7109375","20.7109375","20.7109375","9.34375","9.34375","9.34375","14.0859375","14.0859375","14.0859375"
"729","11.4453125","11.4453125","11.4453125","200","200","200","15.7421875","15.7421875","15.7421875","10.03125","10.03125","10.03125","89.9765625","89.9765625","89.9765625"
"730","10.5703125","10.5703125","10.5703125","200","200","200","15.71875","15.71875","15.71875","9.3984375","9.3984375","9.3984375","128.4375","128.4375","128.4375"
"731","10.9609375","10.9609375","10.9609375","200","200","200","13.25","13.25","13.25","9.265625","9.265625","9.265625","120.3828125","120.3828125","120.3828125"
"732","10.1484375","10.1484375","10.1484375","200","200","200","11.484375","11.484375","11.484375","9.359375","9.359375","9.359375","125.2734375","125.2734375","125.2734375"
"733","10.53125","10.53125","10.53125","200","200","200","10.0703125","10.0703125","10.0703125","9.4375","9.4375","9.4375","131.0546875","131.0546875","131.0546875"
"734","9.734375","9.734375","9.734375","200","200","200","9.3828125","9.3828125","9.3828125","9.3828125","9.3828125","9.3828125","93.0859375","93.0859375","93.0859375"
"735","10.9921875","10.9921875","10.9921875","200","200","200","9.4453125","9.4453125","9.4453125","9.359375","9.359375","9.359375","104.3515625","104.3515625","104.3515625"
"736","10.2421875","10.2421875","10.2421875","200","200","200","9.3203125","9.3203125","9.3203125","9.359375","9.359375","9.359375","102.78125","102.78125","102.78125"
"737","11.125","11.125","11.125","200","200","200","9.3203125","9.3203125","9.3203125","9.40625","9.40625","9.40625","164.4453125","164.4453125","164.4453125"
"738","11.390625","11.390625","11.390625","200","200","200","9.34375","9.34375","9.34375","9.421875","9.421875","9.421875","179.3203125","179.3203125","179.3203125"
"739","10.7421875","10.7421875","10.7421875","200","200","200","9.4609375","9.4609375","9.4609375","9.40625","9.40625","9.40625","119.0859375","119.0859375","119.0859375"
"740","11.2734375","11.2734375","11.2734375","200","200","200","9.25","9.25","9.25","9.2890625","9.2890625","9.2890625","12.984375","12.984375","12.984375"
"741","11.5390625","11.5390625","11.5390625","200","200","200","9.2265625","9.2265625","9.2265625","9.4609375","9.4609375","9.4609375","12.7265625","12.7265625","12.7265625"
"742","11.203125","11.203125","11.203125","200","200","200","9.4375","9.4375","9.4375","9.3515625","9.3515625","9.3515625","12.203125","12.203125","12.203125"
"743","10.703125","10.703125","10.703125","200","200","200","9.390625","9.390625","9.390625","9.40625","9.40625","9.40625","11.8671875","11.8671875","11.8671875"
"744","11.4375","11.4375","11.4375","200","200","200","9.890625","9.890625","9.890625","9.1796875","9.1796875","9.1796875","11.7734375","11.7734375","11.7734375"
"745","10.109375","10.109375","10.109375","200","200","200","13.0625","13.0625","13.0625","9.390625","9.390625","9.390625","11.75","11.75","11.75"
"746","11.4609375","11.4609375","11.4609375","200","200","200","16.1171875","16.1171875","16.1171875","13.1171875","13.1171875","13.1171875","11.8671875","11.8671875","11.8671875"
"747","11.421875","11.421875","11.421875","200","200","200","14.1796875","14.1796875","14.1796875","10.953125","10.953125","10.953125","11.6875","11.6875","11.6875"
"748","10.328125","10.328125","10.328125","197.8671875","197.8671875","197.8671875","13.421875","13.421875","13.421875","10.3828125","10.3828125","10.3828125","11.703125","11.703125","11.703125"
"749","10.8203125","10.8203125","10.8203125","190.6875","190.6875","190.6875","12.890625","12.890625","12.890625","10.21875","10.21875","10.21875","12.4921875","12.4921875","12.4921875"
"750","12.3125","12.3125","12.3125","188.265625","188.265625","188.265625","15.1171875","15.1171875","15.1171875","10","10","10","12.0703125","12.0703125","12.0703125"
"751","12.890625","12.890625","12.890625","162.359375","162.359375","162.359375","9.890625","9.890625","9.890625","11.2421875","11.2421875","11.2421875","11.8359375","11.8359375","11.8359375"
"752","22.46875","22.46875","22.46875","180.5703125","180.5703125","180.5703125","9.9375","9.9375","9.9375","11.5546875","11.5546875","11.5546875","12.828125","12.828125","12.828125"
"753","11.21875","11.21875","11.21875","200","200","200","10.5234375","10.5234375","10.5234375","11.7734375","11.7734375","11.7734375","11.984375","11.984375","11.984375"
"754","11.4921875","11.4921875","11.4921875","200","200","200","9.5","9.5","9.5","10.78125","10.78125","10.78125","11.78125","11.78125","11.78125"
"755","11.296875","11.296875","11.296875","200","200","200","9.3671875","9.3671875","9.3671875","14.484375","14.484375","14.484375","12.296875","12.296875","12.296875"
"756","11","11","11","200","200","200","9.3046875","9.3046875","9.3046875","12.6328125","12.6328125","12.6328125","13.359375","13.359375","13.359375"
"757","10.984375","10.984375","10.984375","200","200","200","9.359375","9.359375","9.359375","14.4453125","14.4453125","14.4453125","12.734375","12.734375","12.734375"
"758","10.6640625","10.6640625","10.6640625","199.1328125","199.1328125","199.1328125","9.46875","9.46875","9.46875","13.6484375","13.6484375","13.6484375","11.5390625","11.5390625","11.5390625"
"759","11.59375","11.59375","11.59375","200","200","200","9.421875","9.421875","9.421875","14.0390625","14.0390625","14.0390625","11.703125","11.703125","11.703125"
"760","10.4609375","10.4609375","10.4609375","200","200","200","9.359375","9.359375","9.359375","14.6640625","14.6640625","14.6640625","11.4921875","11.4921875","11.4921875"
"761","10.890625","10.890625","10.890625","200","200","200","9.3203125","9.3203125","9.3203125","17.890625","17.890625","17.890625","11.5234375","11.5234375","11.5234375"
"762","10.75","10.75","10.75","200","200","200","9.421875","9.421875","9.421875","25.2578125","25.2578125","25.2578125","11.5390625","11.5390625","11.5390625"
"763","11.9609375","11.9609375","11.9609375","200","200","200","9.3046875","9.3046875","9.3046875","19.9375","19.9375","19.9375","11.59375","11.59375","11.59375"
"764","11.765625","11.765625","11.765625","200","200","200","9.296875","9.296875","9.296875","17.71875","17.71875","17.71875","11.5546875","11.5546875","11.5546875"
"765","10.90625","10.90625","10.90625","200","200","200","9.328125","9.328125","9.328125","14.59375","14.59375","14.59375","11.4296875","11.4296875","11.4296875"
"766","10.5546875","10.5546875","10.5546875","200","200","200","9.3046875","9.3046875","9.3046875","12.53125","12.53125","12.53125","11.5859375","11.5859375","11.5859375"
"767","10.6484375","10.6484375","10.6484375","200","200","200","9.4140625","9.4140625","9.4140625","14.796875","14.796875","14.796875","11.5","11.5","11.5"
"768","10.5","10.5","10.5","200","200","200","9.328125","9.328125","9.328125","13.7109375","13.7109375","13.7109375","11.515625","11.515625","11.515625"
"769","","","","200","200","200","9.375","9.375","9.375","13.421875","13.421875","13.421875","11.46875","11.46875","11.46875"
"770","","","","200","200","200","9.2890625","9.2890625","9.2890625","11.2890625","11.2890625","11.2890625","11.609375","11.609375","11.609375"
"771","","","","200","200","200","9.296875","9.296875","9.296875","11.234375","11.234375","11.234375","11.4140625","11.4140625","11.4140625"
"772","","","","200","200","200","9.3515625","9.3515625","9.3515625","11.796875","11.796875","11.796875","11.5703125","11.5703125","11.5703125"
"773","","","","200","200","200","9.359375","9.359375","9.359375","11.3359375","11.3359375","11.3359375","11.4921875","11.4921875","11.4921875"
"774","","","","200","200","200","9.515625","9.515625","9.515625","11.578125","11.578125","11.578125","11.609375","11.609375","11.609375"
"775","","","","200","200","200","9.46875","9.46875","9.46875","9.859375","9.859375","9.859375","11.453125","11.453125","11.453125"
"776","","","","200","200","200","9.984375","9.984375","9.984375","11.2578125","11.2578125","11.2578125","11.609375","11.609375","11.609375"
"777","","","","200","200","200","9.390625","9.390625","9.390625","13.1328125","13.1328125","13.1328125","11.609375","11.609375","11.609375"
"778","","","","200","200","200","9.4765625","9.4765625","9.4765625","13.0703125","13.0703125","13.0703125","11.3984375","11.3984375","11.3984375"
"779","","","","200","200","200","9.3359375","9.3359375","9.3359375","13.875","13.875","13.875","11.5234375","11.5234375","11.5234375"
"780","","","","200","200","200","9.296875","9.296875","9.296875","12.234375","12.234375","12.234375","11.4140625","11.4140625","11.4140625"
"781","","","","200","200","200","9.3203125","9.3203125","9.3203125","10.7265625","10.7265625","10.7265625","11.453125","11.453125","11.453125"
"782","","","","200","200","200","9.3984375","9.3984375","9.3984375","10.8046875","10.8046875","10.8046875","11.5234375","11.5234375","11.5234375"
"783","","","","200","200","200","9.5234375","9.5234375","9.5234375","10.5","10.5","10.5","11.515625","11.515625","11.515625"
"784","","","","200","200","200","9.609375","9.609375","9.609375","10.765625","10.765625","10.765625","11.6171875","11.6171875","11.6171875"
"785","","","","200","200","200","9.3515625","9.3515625","9.3515625","10.1953125","10.1953125","10.1953125","11.375","11.375","11.375"
"786","","","","200","200","200","9.28125","9.28125","9.28125","9.7578125","9.7578125","9.7578125","11.4765625","11.4765625","11.4765625"
"787","","","","200","200","200","9.3671875","9.3671875","9.3671875","9.6875","9.6875","9.6875","11.5625","11.5625","11.5625"
"788","","","","200","200","200","9.4609375","9.4609375","9.4609375","9.8046875","9.8046875","9.8046875","11.578125","11.578125","11.578125"
"789","","","","200","200","200","9.8984375","9.8984375","9.8984375","10.453125","10.453125","10.453125","11.4765625","11.4765625","11.4765625"
"790","","","","200","200","200","9.5078125","9.5078125","9.5078125","11.453125","11.453125","11.453125","11.6796875","11.6796875","11.6796875"
"791","","","","200","200","200","9.453125","9.453125","9.453125","12.96875","12.96875","12.96875","11.3984375","11.3984375","11.3984375"
"792","","","","200","200","200","9.4140625","9.4140625","9.4140625","13.328125","13.328125","13.328125","11.4609375","11.4609375","11.4609375"
"793","","","","200","200","200","9.484375","9.484375","9.484375","12.546875","12.546875","12.546875","11.6015625","11.6015625","11.6015625"
"794","","","","200","200","200","9.5","9.5","9.5","13.0625","13.0625","13.0625","11.5234375","11.5234375","11.5234375"
"795","","","","200","200","200","9.3671875","9.3671875","9.3671875","11.8046875","11.8046875","11.8046875","11.5859375","11.5859375","11.5859375"
"796","","","","200","200","200","9.546875","9.546875","9.546875","11.859375","11.859375","11.859375","11.546875","11.546875","11.546875"
"797","","","","200","200","200","9.5625","9.5625","9.5625","11.2734375","11.2734375","11.2734375","11.484375","11.484375","11.484375"
"798","","","","200","200","200","9.484375","9.484375","9.484375","11.1171875","11.1171875","11.1171875","11.5078125","11.5078125","11.5078125"
"799","","","","200","200","200","9.5546875","9.5546875","9.5546875","12.3203125","12.3203125","12.3203125","11.6015625","11.6015625","11.6015625"
"800","","","","200","200","200","9.4609375","9.4609375","9.4609375","11.7890625","11.7890625","11.7890625","11.5078125","11.5078125","11.5078125"
"801","","","","9.3828125","9.3828125","9.3828125","9.7578125","9.7578125","9.7578125","57.5703125","57.5703125","57.5703125","11.5078125","11.5078125","11.5078125"
"802","","","","9.5546875","9.5546875","9.5546875","9.3984375","9.3984375","9.3984375","29.28125","29.28125","29.28125","11.53125","11.53125","11.53125"
"803","","","","10.1640625","10.1640625","10.1640625","9.4140625","9.4140625","9.4140625","12.7734375","12.7734375","12.7734375","11.4609375","11.4609375","11.4609375"
"804","","","","10.015625","10.015625","10.015625","10.328125","10.328125","10.328125","87.8046875","87.8046875","87.8046875","11.5234375","11.5234375","11.5234375"
"805","","","","10.703125","10.703125","10.703125","10.546875","10.546875","10.546875","43.8671875","43.8671875","43.8671875","11.59375","11.59375","11.59375"
"806","","","","9.7578125","9.7578125","9.7578125","10.96875","10.96875","10.96875","41.640625","41.640625","41.640625","11.4296875","11.4296875","11.4296875"
"807","","","","10.7265625","10.7265625","10.7265625","9.4921875","9.4921875","9.4921875","76.0078125","76.0078125","76.0078125","11.5703125","11.5703125","11.5703125"
"808","","","","9.5234375","9.5234375","9.5234375","9.9765625","9.9765625","9.9765625","84.5859375","84.5859375","84.5859375","11.546875","11.546875","11.546875"
"809","","","","9.4765625","9.4765625","9.4765625","9.3984375","9.3984375","9.3984375","52.1328125","52.1328125","52.1328125","11.5078125","11.5078125","11.5078125"
"810","","","","9.3828125","9.3828125","9.3828125","9.40625","9.40625","9.40625","56.5","56.5","56.5","11.53125","11.53125","11.53125"
"811","","","","9.5546875","9.5546875","9.5546875","9.59375","9.59375","9.59375","21.5546875","21.5546875","21.5546875","11.703125","11.703125","11.703125"
"812","","","","11.2734375","11.2734375","11.2734375","9.609375","9.609375","9.609375","14.1171875","14.1171875","14.1171875","11.65625","11.65625","11.65625"
"813","","","","11.0078125","11.0078125","11.0078125","9.4375","9.4375","9.4375","12.3359375","12.3359375","12.3359375","12.3203125","12.3203125","12.3203125"
"814","","","","11.515625","11.515625","11.515625","9.328125","9.328125","9.328125","12.2578125","12.2578125","12.2578125","11.46875","11.46875","11.46875"
"815","","","","11.3828125","11.3828125","11.3828125","9.2890625","9.2890625","9.2890625","15.9453125","15.9453125","15.9453125","11.59375","11.59375","11.59375"
"816","","","","11.2421875","11.2421875","11.2421875","9.3125","9.3125","9.3125","15.9765625","15.9765625","15.9765625","11.546875","11.546875","11.546875"
"817","","","","10.6796875","10.6796875","10.6796875","9.4609375","9.4609375","9.4609375","12.5390625","12.5390625","12.5390625","11.5859375","11.5859375","11.5859375"
"818","","","","10.6953125","10.6953125","10.6953125","9.4296875","9.4296875","9.4296875","12.8359375","12.8359375","12.8359375","11.546875","11.546875","11.546875"
"819","","","","11.0078125","11.0078125","11.0078125","9.421875","9.421875","9.421875","15.484375","15.484375","15.484375","11.578125","11.578125","11.578125"
"820","","","","10.140625","10.140625","10.140625","9.1953125","9.1953125","9.1953125","34.5859375","34.5859375","34.5859375","11.59375","11.59375","11.59375"
"821","","","","9.28125","9.28125","9.28125","9.359375","9.359375","9.359375","23.9296875","23.9296875","23.9296875","11.671875","11.671875","11.671875"
"822","","","","9.3515625","9.3515625","9.3515625","9.328125","9.328125","9.328125","22.046875","22.046875","22.046875","11.46875","11.46875","11.46875"
"823","","","","9.640625","9.640625","9.640625","9.4375","9.4375","9.4375","39.015625","39.015625","39.015625","11.671875","11.671875","11.671875"
"824","","","","9.9765625","9.9765625","9.9765625","9.328125","9.328125","9.328125","49.7578125","49.7578125","49.7578125","11.5078125","11.5078125","11.5078125"
"825","","","","10.6875","10.6875","10.6875","9.359375","9.359375","9.359375","121.453125","121.453125","121.453125","11.46875","11.46875","11.46875"
"826","","","","10.609375","10.609375","10.609375","9.5546875","9.5546875","9.5546875","50.5625","50.5625","50.5625","11.6640625","11.6640625","11.6640625"
"827","","","","11.1640625","11.1640625","11.1640625","9.515625","9.515625","9.515625","115.6015625","115.6015625","115.6015625","11.4609375","11.4609375","11.4609375"
"828","","","","10.0625","10.0625","10.0625","9.421875","9.421875","9.421875","25.2890625","25.2890625","25.2890625","11.4921875","11.4921875","11.4921875"
